02/22/24 13:51:55 EST -0500 | ########## START ##########
07/03/25 23:45:02 EDT -0400 | ########## START ##########
07/03/25 23:45:08 EDT -0400 | ##########  END  ##########
07/04/25 23:45:01 EDT -0400 | ########## START ##########
07/04/25 23:45:07 EDT -0400 | ##########  END  ##########
07/05/25 23:45:02 EDT -0400 | ########## START ##########
07/05/25 23:45:08 EDT -0400 | ##########  END  ##########
07/06/25 23:45:02 EDT -0400 | ########## START ##########
07/06/25 23:45:08 EDT -0400 | ##########  END  ##########
07/07/25 23:45:01 EDT -0400 | ########## START ##########
07/07/25 23:45:06 EDT -0400 | ##########  END  ##########
07/08/25 23:45:02 EDT -0400 | ########## START ##########
07/08/25 23:45:06 EDT -0400 | ##########  END  ##########
07/09/25 23:45:02 EDT -0400 | ########## START ##########
07/09/25 23:45:07 EDT -0400 | ##########  END  ##########
07/10/25 23:45:01 EDT -0400 | ########## START ##########
07/10/25 23:45:07 EDT -0400 | ##########  END  ##########
07/11/25 23:45:02 EDT -0400 | ########## START ##########
07/11/25 23:45:07 EDT -0400 | ##########  END  ##########
07/12/25 23:45:02 EDT -0400 | ########## START ##########
07/12/25 23:45:08 EDT -0400 | ##########  END  ##########
07/13/25 23:45:02 EDT -0400 | ########## START ##########
07/13/25 23:45:08 EDT -0400 | ##########  END  ##########
07/14/25 23:45:02 EDT -0400 | ########## START ##########
07/14/25 23:45:08 EDT -0400 | ##########  END  ##########
07/15/25 23:45:02 EDT -0400 | ########## START ##########
07/15/25 23:45:09 EDT -0400 | ##########  END  ##########
07/16/25 23:45:02 EDT -0400 | ########## START ##########
07/16/25 23:45:09 EDT -0400 | ##########  END  ##########
07/17/25 23:45:01 EDT -0400 | ########## START ##########
07/17/25 23:45:09 EDT -0400 | ##########  END  ##########
07/18/25 23:45:01 EDT -0400 | ########## START ##########
07/18/25 23:45:09 EDT -0400 | ##########  END  ##########
07/19/25 23:45:02 EDT -0400 | ########## START ##########
07/19/25 23:45:10 EDT -0400 | ##########  END  ##########
07/20/25 23:45:02 EDT -0400 | ########## START ##########
07/20/25 23:45:10 EDT -0400 | ##########  END  ##########
07/21/25 23:45:02 EDT -0400 | ########## START ##########
07/21/25 23:45:06 EDT -0400 | ##########  END  ##########
07/22/25 23:45:02 EDT -0400 | ########## START ##########
07/22/25 23:45:07 EDT -0400 | ##########  END  ##########
07/23/25 23:45:01 EDT -0400 | ########## START ##########
07/23/25 23:45:07 EDT -0400 | ##########  END  ##########
07/24/25 23:45:02 EDT -0400 | ########## START ##########
07/24/25 23:45:07 EDT -0400 | ##########  END  ##########
07/25/25 23:45:02 EDT -0400 | ########## START ##########
07/25/25 23:45:08 EDT -0400 | ##########  END  ##########
07/26/25 23:45:01 EDT -0400 | ########## START ##########
07/26/25 23:45:07 EDT -0400 | ##########  END  ##########
07/27/25 23:45:02 EDT -0400 | ########## START ##########
07/27/25 23:45:08 EDT -0400 | ##########  END  ##########
07/28/25 23:45:02 EDT -0400 | ########## START ##########
07/28/25 23:45:06 EDT -0400 | ##########  END  ##########
07/29/25 23:45:01 EDT -0400 | ########## START ##########
07/29/25 23:45:06 EDT -0400 | ##########  END  ##########
07/30/25 23:45:02 EDT -0400 | ########## START ##########
07/30/25 23:45:06 EDT -0400 | ##########  END  ##########
07/31/25 23:45:02 EDT -0400 | ########## START ##########
07/31/25 23:45:06 EDT -0400 | ##########  END  ##########
08/01/25 23:45:01 EDT -0400 | ########## START ##########
08/01/25 23:45:06 EDT -0400 | ##########  END  ##########
08/02/25 23:45:02 EDT -0400 | ########## START ##########
08/02/25 23:45:07 EDT -0400 | ##########  END  ##########
08/03/25 23:45:02 EDT -0400 | ########## START ##########
08/03/25 23:45:06 EDT -0400 | ##########  END  ##########
08/04/25 23:45:01 EDT -0400 | ########## START ##########
08/04/25 23:45:06 EDT -0400 | scp: /home/licor/data/summaries/*: No such file or directory
08/05/25 23:45:02 EDT -0400 | ########## START ##########
08/05/25 23:45:06 EDT -0400 | scp: /home/licor/data/summaries/*: No such file or directory
08/06/25 23:45:02 EDT -0400 | ########## START ##########
08/06/25 23:45:06 EDT -0400 | scp: /home/licor/data/summaries/*: No such file or directory
08/07/25 23:45:02 EDT -0400 | ########## START ##########
08/07/25 23:45:06 EDT -0400 | scp: /home/licor/data/summaries/*: No such file or directory
08/08/25 23:45:01 EDT -0400 | ########## START ##########
08/08/25 23:45:05 EDT -0400 | scp: /home/licor/data/summaries/*: No such file or directory
08/09/25 23:45:02 EDT -0400 | ########## START ##########
08/09/25 23:45:06 EDT -0400 | scp: /home/licor/data/summaries/*: No such file or directory
08/10/25 23:45:01 EDT -0400 | ########## START ##########
08/10/25 23:45:05 EDT -0400 | scp: /home/licor/data/summaries/*: No such file or directory
08/11/25 23:45:02 EDT -0400 | ########## START ##########
08/11/25 23:45:06 EDT -0400 | scp: /home/licor/data/summaries/*: No such file or directory
08/12/25 23:45:02 EDT -0400 | ########## START ##########
08/12/25 23:45:06 EDT -0400 | scp: /home/licor/data/summaries/*: No such file or directory
08/13/25 23:45:02 EDT -0400 | ########## START ##########
08/13/25 23:45:06 EDT -0400 | scp: /home/licor/data/summaries/*: No such file or directory
08/14/25 23:45:02 EDT -0400 | ########## START ##########
08/14/25 23:45:06 EDT -0400 | scp: /home/licor/data/summaries/*: No such file or directory
08/15/25 23:45:01 EDT -0400 | ########## START ##########
08/15/25 23:45:06 EDT -0400 | scp: /home/licor/data/summaries/*: No such file or directory
08/16/25 23:45:02 EDT -0400 | ########## START ##########
08/16/25 23:45:06 EDT -0400 | scp: /home/licor/data/summaries/*: No such file or directory
08/17/25 23:45:02 EDT -0400 | ########## START ##########
08/17/25 23:45:06 EDT -0400 | scp: /home/licor/data/summaries/*: No such file or directory
08/18/25 23:45:02 EDT -0400 | ########## START ##########
08/18/25 23:45:06 EDT -0400 | ##########  END  ##########
08/19/25 23:45:01 EDT -0400 | ########## START ##########
08/19/25 23:45:06 EDT -0400 | ##########  END  ##########
08/20/25 23:45:02 EDT -0400 | ########## START ##########
08/20/25 23:45:07 EDT -0400 | ##########  END  ##########
08/21/25 23:45:02 EDT -0400 | ########## START ##########
08/21/25 23:45:07 EDT -0400 | ##########  END  ##########
08/22/25 23:45:01 EDT -0400 | ########## START ##########
08/22/25 23:45:06 EDT -0400 | Permission denied, please try again.
08/22/25 23:45:06 EDT -0400 | Permission denied, please try again.
08/22/25 23:45:06 EDT -0400 | licor@10.10.1.4: Permission denied (publickey,password,keyboard-interactive).
08/23/25 23:45:07 EDT -0400 | ########## START ##########
08/23/25 23:45:11 EDT -0400 | Permission denied, please try again.
08/23/25 23:45:11 EDT -0400 | Permission denied, please try again.
08/23/25 23:45:11 EDT -0400 | licor@10.10.1.4: Permission denied (publickey,password,keyboard-interactive).
08/24/25 23:45:02 EDT -0400 | ########## START ##########
08/24/25 23:45:06 EDT -0400 | Permission denied, please try again.
08/24/25 23:45:06 EDT -0400 | Permission denied, please try again.
08/24/25 23:45:06 EDT -0400 | licor@10.10.1.4: Permission denied (publickey,password,keyboard-interactive).
08/25/25 23:45:02 EDT -0400 | ########## START ##########
08/25/25 23:45:06 EDT -0400 | Permission denied, please try again.
08/25/25 23:45:06 EDT -0400 | Permission denied, please try again.
08/25/25 23:45:06 EDT -0400 | licor@10.10.1.4: Permission denied (publickey,password,keyboard-interactive).
08/26/25 23:45:02 EDT -0400 | ########## START ##########
08/26/25 23:45:06 EDT -0400 | Permission denied, please try again.
08/26/25 23:45:06 EDT -0400 | Permission denied, please try again.
08/26/25 23:45:06 EDT -0400 | licor@10.10.1.4: Permission denied (publickey,password,keyboard-interactive).
08/27/25 15:28:09 EDT -0400 | ########## START ##########
08/27/25 15:28:16 EDT -0400 | ##########  END  ##########
08/27/25 15:28:51 EDT -0400 | ########## START ##########
08/27/25 15:28:57 EDT -0400 | ##########  END  ##########
08/27/25 15:35:53 EDT -0400 | ########## START ##########
08/27/25 15:35:56 EDT -0400 | ##########  END  ##########
08/27/25 23:45:02 EDT -0400 | ########## START ##########
08/27/25 23:45:06 EDT -0400 | ##########  END  ##########
08/28/25 23:45:02 EDT -0400 | ########## START ##########
08/28/25 23:45:07 EDT -0400 | ##########  END  ##########
08/29/25 23:45:01 EDT -0400 | ########## START ##########
08/29/25 23:45:07 EDT -0400 | ##########  END  ##########
08/30/25 23:45:02 EDT -0400 | ########## START ##########
08/30/25 23:45:08 EDT -0400 | ##########  END  ##########
08/31/25 23:45:02 EDT -0400 | ########## START ##########
08/31/25 23:45:07 EDT -0400 | ##########  END  ##########
09/01/25 23:45:02 EDT -0400 | ########## START ##########
09/01/25 23:45:09 EDT -0400 | ##########  END  ##########
09/02/25 23:45:01 EDT -0400 | ########## START ##########
09/02/25 23:45:06 EDT -0400 | ##########  END  ##########
09/03/25 23:45:01 EDT -0400 | ########## START ##########
09/03/25 23:45:06 EDT -0400 | ##########  END  ##########
09/04/25 23:45:02 EDT -0400 | ########## START ##########
09/04/25 23:45:07 EDT -0400 | ##########  END  ##########
09/05/25 23:45:02 EDT -0400 | ########## START ##########
09/05/25 23:45:08 EDT -0400 | ##########  END  ##########
09/06/25 23:45:01 EDT -0400 | ########## START ##########
09/06/25 23:45:07 EDT -0400 | ##########  END  ##########
09/07/25 23:45:02 EDT -0400 | ########## START ##########
09/07/25 23:45:08 EDT -0400 | ##########  END  ##########
09/08/25 23:45:01 EDT -0400 | ########## START ##########
09/08/25 23:45:05 EDT -0400 | ##########  END  ##########
09/09/25 23:45:01 EDT -0400 | ########## START ##########
09/09/25 23:45:06 EDT -0400 | ##########  END  ##########
09/10/25 23:45:02 EDT -0400 | ########## START ##########
09/10/25 23:45:07 EDT -0400 | ##########  END  ##########
09/11/25 23:45:02 EDT -0400 | ########## START ##########
09/11/25 23:45:07 EDT -0400 | ##########  END  ##########
09/12/25 23:45:02 EDT -0400 | ########## START ##########
09/12/25 23:45:07 EDT -0400 | ##########  END  ##########
09/13/25 23:45:01 EDT -0400 | ########## START ##########
09/13/25 23:45:07 EDT -0400 | ##########  END  ##########
09/14/25 23:45:02 EDT -0400 | ########## START ##########
09/14/25 23:45:08 EDT -0400 | ##########  END  ##########
09/15/25 23:45:02 EDT -0400 | ########## START ##########
09/15/25 23:45:06 EDT -0400 | ##########  END  ##########
09/16/25 23:45:02 EDT -0400 | ########## START ##########
09/16/25 23:45:06 EDT -0400 | ##########  END  ##########
09/17/25 23:45:02 EDT -0400 | ########## START ##########
09/17/25 23:45:07 EDT -0400 | ##########  END  ##########
09/18/25 23:45:02 EDT -0400 | ########## START ##########
09/18/25 23:45:07 EDT -0400 | ##########  END  ##########
09/19/25 23:45:02 EDT -0400 | ########## START ##########
09/19/25 23:45:07 EDT -0400 | ##########  END  ##########
09/20/25 23:45:02 EDT -0400 | ########## START ##########
09/20/25 23:45:08 EDT -0400 | ##########  END  ##########
09/21/25 23:45:02 EDT -0400 | ########## START ##########
09/21/25 23:45:08 EDT -0400 | ##########  END  ##########
09/22/25 23:45:02 EDT -0400 | ########## START ##########
09/22/25 23:45:06 EDT -0400 | ##########  END  ##########
09/23/25 23:45:02 EDT -0400 | ########## START ##########
09/23/25 23:45:06 EDT -0400 | ##########  END  ##########
09/24/25 23:45:01 EDT -0400 | ########## START ##########
09/24/25 23:45:06 EDT -0400 | ##########  END  ##########
09/25/25 23:45:01 EDT -0400 | ########## START ##########
09/25/25 23:45:06 EDT -0400 | ##########  END  ##########
09/26/25 23:45:02 EDT -0400 | ########## START ##########
09/26/25 23:45:07 EDT -0400 | ##########  END  ##########
09/27/25 23:45:01 EDT -0400 | ########## START ##########
09/27/25 23:45:07 EDT -0400 | ##########  END  ##########
09/28/25 23:45:02 EDT -0400 | ########## START ##########
09/28/25 23:45:07 EDT -0400 | ##########  END  ##########
09/29/25 23:45:02 EDT -0400 | ########## START ##########
09/29/25 23:45:06 EDT -0400 | ##########  END  ##########
09/30/25 23:45:02 EDT -0400 | ########## START ##########
09/30/25 23:45:07 EDT -0400 | ##########  END  ##########
10/01/25 23:45:02 EDT -0400 | ########## START ##########
10/01/25 23:45:07 EDT -0400 | ##########  END  ##########
10/02/25 23:45:02 EDT -0400 | ########## START ##########
10/02/25 23:45:07 EDT -0400 | ##########  END  ##########
10/03/25 23:45:02 EDT -0400 | ########## START ##########
10/03/25 23:45:07 EDT -0400 | ##########  END  ##########
10/04/25 23:45:02 EDT -0400 | ########## START ##########
10/04/25 23:45:07 EDT -0400 | ##########  END  ##########
10/05/25 23:45:04 EDT -0400 | ########## START ##########
10/05/25 23:45:12 EDT -0400 | ##########  END  ##########
10/06/25 23:45:02 EDT -0400 | ########## START ##########
10/06/25 23:45:06 EDT -0400 | ##########  END  ##########
10/07/25 23:45:01 EDT -0400 | ########## START ##########
10/07/25 23:45:06 EDT -0400 | ##########  END  ##########
10/08/25 23:45:01 EDT -0400 | ########## START ##########
10/08/25 23:45:06 EDT -0400 | ##########  END  ##########
10/09/25 23:45:02 EDT -0400 | ########## START ##########
10/09/25 23:45:06 EDT -0400 | ##########  END  ##########
10/10/25 23:45:01 EDT -0400 | ########## START ##########
10/10/25 23:45:07 EDT -0400 | ##########  END  ##########
10/11/25 23:45:02 EDT -0400 | ########## START ##########
10/11/25 23:45:07 EDT -0400 | ##########  END  ##########
10/12/25 23:45:02 EDT -0400 | ########## START ##########
10/12/25 23:45:08 EDT -0400 | ##########  END  ##########
10/13/25 23:45:02 EDT -0400 | ########## START ##########
10/13/25 23:45:08 EDT -0400 | ##########  END  ##########
10/14/25 23:45:01 EDT -0400 | ########## START ##########
10/14/25 23:45:08 EDT -0400 | ##########  END  ##########
10/15/25 23:45:02 EDT -0400 | ########## START ##########
10/15/25 23:45:09 EDT -0400 | ##########  END  ##########
10/16/25 23:45:02 EDT -0400 | ########## START ##########
10/16/25 23:45:09 EDT -0400 | ##########  END  ##########
10/17/25 23:45:02 EDT -0400 | ########## START ##########
10/17/25 23:45:09 EDT -0400 | ##########  END  ##########
10/18/25 23:45:02 EDT -0400 | ########## START ##########
10/18/25 23:45:09 EDT -0400 | ##########  END  ##########
10/19/25 23:45:02 EDT -0400 | ########## START ##########
10/19/25 23:45:09 EDT -0400 | ##########  END  ##########
10/20/25 23:45:02 EDT -0400 | ########## START ##########
10/20/25 23:45:06 EDT -0400 | ##########  END  ##########
10/21/25 23:45:09 EDT -0400 | ########## START ##########
10/21/25 23:45:14 EDT -0400 | ##########  END  ##########
10/22/25 23:45:02 EDT -0400 | ########## START ##########
10/22/25 23:45:07 EDT -0400 | ##########  END  ##########
10/23/25 23:45:02 EDT -0400 | ########## START ##########
10/23/25 23:45:07 EDT -0400 | ##########  END  ##########
10/24/25 23:45:02 EDT -0400 | ########## START ##########
10/24/25 23:45:07 EDT -0400 | ##########  END  ##########
10/25/25 23:45:02 EDT -0400 | ########## START ##########
10/25/25 23:45:07 EDT -0400 | ##########  END  ##########
10/26/25 23:45:02 EDT -0400 | ########## START ##########
10/26/25 23:45:08 EDT -0400 | ##########  END  ##########
10/27/25 23:45:02 EDT -0400 | ########## START ##########
10/27/25 23:45:08 EDT -0400 | ##########  END  ##########
10/28/25 23:45:01 EDT -0400 | ########## START ##########
10/28/25 23:45:08 EDT -0400 | ##########  END  ##########
10/29/25 23:45:02 EDT -0400 | ########## START ##########
10/29/25 23:45:08 EDT -0400 | ##########  END  ##########
10/30/25 23:45:02 EDT -0400 | ########## START ##########
10/30/25 23:45:09 EDT -0400 | ##########  END  ##########
10/31/25 23:45:02 EDT -0400 | ########## START ##########
10/31/25 23:45:08 EDT -0400 | ##########  END  ##########
11/01/25 23:45:02 EDT -0400 | ########## START ##########
11/01/25 23:45:10 EDT -0400 | ##########  END  ##########
11/02/25 23:45:02 EST -0500 | ########## START ##########
11/02/25 23:45:10 EST -0500 | ##########  END  ##########
11/03/25 23:45:01 EST -0500 | ########## START ##########
11/03/25 23:45:06 EST -0500 | ##########  END  ##########
11/04/25 23:45:02 EST -0500 | ########## START ##########
11/04/25 23:45:07 EST -0500 | ##########  END  ##########
11/05/25 23:45:02 EST -0500 | ########## START ##########
11/05/25 23:45:06 EST -0500 | ##########  END  ##########
11/06/25 23:45:02 EST -0500 | ########## START ##########
11/06/25 23:45:07 EST -0500 | ##########  END  ##########
11/07/25 23:45:01 EST -0500 | ########## START ##########
11/07/25 23:45:07 EST -0500 | ##########  END  ##########
11/08/25 23:45:02 EST -0500 | ########## START ##########
11/08/25 23:45:08 EST -0500 | ##########  END  ##########
11/09/25 23:45:02 EST -0500 | ########## START ##########
11/09/25 23:45:08 EST -0500 | ##########  END  ##########
11/10/25 23:45:02 EST -0500 | ########## START ##########
11/10/25 23:45:06 EST -0500 | ##########  END  ##########
11/11/25 23:45:01 EST -0500 | ########## START ##########
11/11/25 23:45:06 EST -0500 | ##########  END  ##########
11/12/25 23:45:01 EST -0500 | ########## START ##########
11/12/25 23:45:06 EST -0500 | ##########  END  ##########
11/13/25 23:45:02 EST -0500 | ########## START ##########
11/13/25 23:45:07 EST -0500 | ##########  END  ##########
11/14/25 23:45:01 EST -0500 | ########## START ##########
11/14/25 23:45:07 EST -0500 | ##########  END  ##########
11/15/25 23:45:02 EST -0500 | ########## START ##########
11/15/25 23:45:08 EST -0500 | ##########  END  ##########
11/16/25 23:45:02 EST -0500 | ########## START ##########
11/16/25 23:45:08 EST -0500 | ##########  END  ##########
11/17/25 23:45:02 EST -0500 | ########## START ##########
11/17/25 23:45:08 EST -0500 | ##########  END  ##########
11/18/25 23:45:02 EST -0500 | ########## START ##########
11/18/25 23:45:08 EST -0500 | ##########  END  ##########
11/19/25 23:45:02 EST -0500 | ########## START ##########
11/19/25 23:45:09 EST -0500 | ##########  END  ##########
11/20/25 23:45:02 EST -0500 | ########## START ##########
11/20/25 23:45:09 EST -0500 | ##########  END  ##########
11/21/25 23:45:02 EST -0500 | ########## START ##########
11/21/25 23:45:09 EST -0500 | ##########  END  ##########
11/22/25 23:45:02 EST -0500 | ########## START ##########
11/22/25 23:45:09 EST -0500 | ##########  END  ##########
11/23/25 23:45:01 EST -0500 | ########## START ##########
11/23/25 23:45:09 EST -0500 | ##########  END  ##########
11/24/25 23:45:02 EST -0500 | ########## START ##########
11/24/25 23:45:10 EST -0500 | ##########  END  ##########
11/25/25 23:45:02 EST -0500 | ########## START ##########
11/25/25 23:45:11 EST -0500 | ##########  END  ##########
11/26/25 23:45:02 EST -0500 | ########## START ##########
11/26/25 23:45:12 EST -0500 | ##########  END  ##########
11/27/25 23:45:02 EST -0500 | ########## START ##########
11/27/25 23:45:11 EST -0500 | ##########  END  ##########
11/28/25 23:45:02 EST -0500 | ########## START ##########
11/28/25 23:45:12 EST -0500 | ##########  END  ##########
11/29/25 23:45:01 EST -0500 | ########## START ##########
11/29/25 23:45:11 EST -0500 | ##########  END  ##########
11/30/25 23:45:01 EST -0500 | ########## START ##########
11/30/25 23:45:11 EST -0500 | ##########  END  ##########
12/01/25 23:45:02 EST -0500 | ########## START ##########
12/01/25 23:45:06 EST -0500 | ##########  END  ##########
12/02/25 23:45:01 EST -0500 | ########## START ##########
12/02/25 23:45:06 EST -0500 | ##########  END  ##########
12/03/25 23:45:01 EST -0500 | ########## START ##########
12/03/25 23:45:06 EST -0500 | ##########  END  ##########
12/04/25 23:45:02 EST -0500 | ########## START ##########
12/04/25 23:45:07 EST -0500 | ##########  END  ##########
12/05/25 23:45:02 EST -0500 | ########## START ##########
12/05/25 23:45:08 EST -0500 | ##########  END  ##########
12/06/25 23:45:01 EST -0500 | ########## START ##########
12/06/25 23:45:07 EST -0500 | ##########  END  ##########
12/07/25 23:45:02 EST -0500 | ########## START ##########
12/07/25 23:45:08 EST -0500 | ##########  END  ##########
12/08/25 23:45:02 EST -0500 | ########## START ##########
12/08/25 23:45:08 EST -0500 | ##########  END  ##########
12/09/25 23:45:02 EST -0500 | ########## START ##########
12/09/25 23:45:08 EST -0500 | ##########  END  ##########
12/10/25 23:45:02 EST -0500 | ########## START ##########
12/10/25 23:45:08 EST -0500 | ##########  END  ##########
12/11/25 23:45:02 EST -0500 | ########## START ##########
12/11/25 23:45:08 EST -0500 | ##########  END  ##########
12/12/25 23:45:01 EST -0500 | ########## START ##########
12/12/25 23:45:08 EST -0500 | ##########  END  ##########
12/13/25 23:45:02 EST -0500 | ########## START ##########
12/13/25 23:45:09 EST -0500 | ##########  END  ##########
12/14/25 23:45:02 EST -0500 | ########## START ##########
12/14/25 23:45:10 EST -0500 | ##########  END  ##########
12/15/25 23:45:02 EST -0500 | ########## START ##########
12/15/25 23:45:06 EST -0500 | ##########  END  ##########
12/16/25 23:45:02 EST -0500 | ########## START ##########
12/16/25 23:45:06 EST -0500 | ##########  END  ##########
12/17/25 23:45:02 EST -0500 | ########## START ##########
12/17/25 23:45:07 EST -0500 | ##########  END  ##########
12/18/25 23:45:02 EST -0500 | ########## START ##########
12/18/25 23:45:07 EST -0500 | ##########  END  ##########
12/19/25 23:45:02 EST -0500 | ########## START ##########
12/19/25 23:45:08 EST -0500 | ##########  END  ##########
12/20/25 23:45:02 EST -0500 | ########## START ##########
12/20/25 23:45:08 EST -0500 | ##########  END  ##########
12/21/25 23:45:02 EST -0500 | ########## START ##########
12/21/25 23:45:08 EST -0500 | ##########  END  ##########
12/22/25 23:45:02 EST -0500 | ########## START ##########
12/22/25 23:45:08 EST -0500 | ##########  END  ##########
12/23/25 23:45:01 EST -0500 | ########## START ##########
12/23/25 23:45:08 EST -0500 | ##########  END  ##########
12/24/25 23:45:02 EST -0500 | ########## START ##########
12/24/25 23:45:09 EST -0500 | ##########  END  ##########
12/25/25 23:45:02 EST -0500 | ########## START ##########
12/25/25 23:45:09 EST -0500 | ##########  END  ##########
12/26/25 23:45:02 EST -0500 | ########## START ##########
12/26/25 23:45:09 EST -0500 | ##########  END  ##########
12/27/25 23:45:02 EST -0500 | ########## START ##########
12/27/25 23:45:10 EST -0500 | ##########  END  ##########
12/28/25 23:45:01 EST -0500 | ########## START ##########
12/28/25 23:45:09 EST -0500 | ##########  END  ##########
12/29/25 23:45:02 EST -0500 | ########## START ##########
12/29/25 23:45:10 EST -0500 | ##########  END  ##########
12/30/25 23:45:02 EST -0500 | ########## START ##########
12/30/25 23:45:10 EST -0500 | ##########  END  ##########
12/31/25 23:45:01 EST -0500 | ########## START ##########
12/31/25 23:45:10 EST -0500 | ##########  END  ##########
01/01/26 23:45:01 EST -0500 | ########## START ##########
01/01/26 23:45:10 EST -0500 | ##########  END  ##########
01/02/26 23:45:02 EST -0500 | ########## START ##########
01/02/26 23:45:12 EST -0500 | ##########  END  ##########
01/03/26 23:45:01 EST -0500 | ########## START ##########
01/03/26 23:45:11 EST -0500 | ##########  END  ##########
01/04/26 23:45:02 EST -0500 | ########## START ##########
01/04/26 23:45:12 EST -0500 | ##########  END  ##########
01/05/26 23:45:02 EST -0500 | ########## START ##########
01/05/26 23:45:12 EST -0500 | ##########  END  ##########
01/06/26 23:45:02 EST -0500 | ########## START ##########
01/06/26 23:45:13 EST -0500 | ##########  END  ##########
01/07/26 23:45:01 EST -0500 | ########## START ##########
01/07/26 23:45:12 EST -0500 | ##########  END  ##########
01/08/26 23:45:02 EST -0500 | ########## START ##########
01/08/26 23:45:13 EST -0500 | ##########  END  ##########
01/09/26 23:45:02 EST -0500 | ########## START ##########
01/09/26 23:45:05 EST -0500 | ssh: connect to host 10.10.1.4 port 22: No route to host
01/10/26 23:45:02 EST -0500 | ########## START ##########
01/10/26 23:45:05 EST -0500 | ssh: connect to host 10.10.1.4 port 22: No route to host
01/11/26 23:45:02 EST -0500 | ########## START ##########
01/11/26 23:45:05 EST -0500 | ssh: connect to host 10.10.1.4 port 22: No route to host
01/12/26 23:45:02 EST -0500 | ########## START ##########
01/12/26 23:45:05 EST -0500 | ssh: connect to host 10.10.1.4 port 22: No route to host
01/13/26 23:45:02 EST -0500 | ########## START ##########
01/13/26 23:45:05 EST -0500 | ssh: connect to host 10.10.1.4 port 22: No route to host
01/14/26 23:45:02 EST -0500 | ########## START ##########
01/14/26 23:45:05 EST -0500 | ssh: connect to host 10.10.1.4 port 22: No route to host
01/15/26 23:45:02 EST -0500 | ########## START ##########
01/15/26 23:45:05 EST -0500 | ssh: connect to host 10.10.1.4 port 22: No route to host
01/16/26 23:45:01 EST -0500 | ########## START ##########
01/16/26 23:45:05 EST -0500 | ssh: connect to host 10.10.1.4 port 22: No route to host
01/17/26 23:45:02 EST -0500 | ########## START ##########
01/17/26 23:45:05 EST -0500 | ssh: connect to host 10.10.1.4 port 22: No route to host
01/18/26 23:45:02 EST -0500 | ########## START ##########
01/18/26 23:45:05 EST -0500 | ssh: connect to host 10.10.1.4 port 22: No route to host
01/19/26 23:45:02 EST -0500 | ########## START ##########
01/19/26 23:45:05 EST -0500 | ssh: connect to host 10.10.1.4 port 22: No route to host
01/20/26 23:45:02 EST -0500 | ########## START ##########
01/20/26 23:45:05 EST -0500 | ssh: connect to host 10.10.1.4 port 22: No route to host
01/21/26 23:45:02 EST -0500 | ########## START ##########
01/21/26 23:45:06 EST -0500 | ##########  END  ##########
01/22/26 23:45:01 EST -0500 | ########## START ##########
01/22/26 23:45:06 EST -0500 | ##########  END  ##########
01/23/26 23:45:01 EST -0500 | ########## START ##########
01/23/26 23:45:06 EST -0500 | ##########  END  ##########
01/24/26 23:45:02 EST -0500 | ########## START ##########
01/24/26 23:45:06 EST -0500 | ##########  END  ##########
01/25/26 23:45:02 EST -0500 | ########## START ##########
01/25/26 23:45:07 EST -0500 | ##########  END  ##########
01/26/26 23:45:02 EST -0500 | ########## START ##########
01/26/26 23:45:07 EST -0500 | ##########  END  ##########
01/27/26 23:45:02 EST -0500 | ########## START ##########
01/27/26 23:45:08 EST -0500 | ##########  END  ##########
01/28/26 23:45:02 EST -0500 | ########## START ##########
01/28/26 23:45:08 EST -0500 | ##########  END  ##########
01/29/26 23:45:02 EST -0500 | ########## START ##########
01/29/26 23:45:08 EST -0500 | ##########  END  ##########
01/30/26 23:45:02 EST -0500 | ########## START ##########
01/30/26 23:45:09 EST -0500 | ##########  END  ##########
01/31/26 23:45:02 EST -0500 | ########## START ##########
01/31/26 23:45:09 EST -0500 | ##########  END  ##########
02/01/26 23:45:02 EST -0500 | ########## START ##########
02/01/26 23:45:09 EST -0500 | ##########  END  ##########
02/02/26 23:45:01 EST -0500 | ########## START ##########
02/02/26 23:45:09 EST -0500 | ##########  END  ##########
02/03/26 23:45:02 EST -0500 | ########## START ##########
02/03/26 23:45:09 EST -0500 | ##########  END  ##########
02/04/26 23:45:02 EST -0500 | ########## START ##########
02/04/26 23:45:11 EST -0500 | ##########  END  ##########
02/05/26 23:45:02 EST -0500 | ########## START ##########
02/05/26 23:45:10 EST -0500 | ##########  END  ##########
02/06/26 23:45:02 EST -0500 | ########## START ##########
02/06/26 23:45:11 EST -0500 | ##########  END  ##########
02/07/26 23:45:02 EST -0500 | ########## START ##########
02/07/26 23:45:11 EST -0500 | ##########  END  ##########
02/08/26 23:45:02 EST -0500 | ########## START ##########
02/08/26 23:45:12 EST -0500 | ##########  END  ##########
02/09/26 23:45:02 EST -0500 | ########## START ##########
02/09/26 23:45:12 EST -0500 | ##########  END  ##########
02/10/26 23:45:02 EST -0500 | ########## START ##########
02/10/26 23:45:12 EST -0500 | ##########  END  ##########
02/11/26 23:45:02 EST -0500 | ########## START ##########
02/11/26 23:45:12 EST -0500 | ##########  END  ##########
02/12/26 23:45:02 EST -0500 | ########## START ##########
02/12/26 23:45:13 EST -0500 | ##########  END  ##########
02/13/26 23:45:02 EST -0500 | ########## START ##########
02/13/26 23:45:13 EST -0500 | ##########  END  ##########
02/14/26 23:45:02 EST -0500 | ########## START ##########
02/14/26 23:45:12 EST -0500 | ##########  END  ##########
02/15/26 23:45:01 EST -0500 | ########## START ##########
